genero,ocupacion,sector,edad,escolaridad,informal,municipio,factor
H,trabajador,Construcción,18-24,Primaria o Secundaria,1,cadereyta,269
H,trabajador,Agricultura y ganadería,60-64,Primaria o Secundaria,0,cadereyta,269
H,trabajador,Agricultura y ganadería,18-24,Primaria o Secundaria,1,cadereyta,269
H,independiente,Agricultura y ganadería,50-59,Primaria o Secundaria,1,cadereyta,269
H,trabajador,Construcción,25-49,Primaria o Secundaria,1,cadereyta,269
H,trabajador,Comercio,25-49,Primaria o Secundaria,0,cadereyta,269
H,trabajador,Agricultura y ganadería,25-49,Primaria o Secundaria,1,cadereyta,269
F,trabajador,Agricultura y ganadería,18-24,Primaria o Secundaria,1,cadereyta,269
H,trabajador,Agricultura y ganadería,18-24,Primaria o Secundaria,1,cadereyta,269
F,independiente,Comercio,50-59,Primaria o Secundaria,1,cadereyta,269
H,trabajador,Comercio,18-24,Primaria o Secundaria,0,cadereyta,269
H,trabajador,Servicios,25-49,Primaria o Secundaria,0,cadereyta,269
H,trabajador,Agricultura y ganadería,25-49,Primaria o Secundaria,1,cadereyta,269
H,trabajador,Servicios,25-49,Licenciatura,0,otro,516
F,trabajador,Gobierno,25-49,Licenciatura,0,otro,516
H,trabajador,Servicios,25-49,Licenciatura,0,otro,516
F,trabajador,Servicios,18-24,Licenciatura,1,otro,516
H,trabajador,Servicios,50-59,Licenciatura,0,otro,516
H,trabajador,Comercio,25-49,Primaria o Secundaria,0,otro,516
F,trabajador,Servicios,25-49,Licenciatura,0,otro,516
H,trabajador,Agricultura y ganadería,50-59,Primaria o Secundaria,0,otro,516
F,trabajador,Comercio,18-24,Primaria o Secundaria,0,otro,516
F,trabajador,Industria manufacturera,25-49,Carrera técnica o preparatoria,0,otro,516
H,trabajador,Industria manufacturera,25-49,Carrera técnica o preparatoria,0,otro,516
H,otro,Agricultura y ganadería,12-14,Primaria o Secundaria,1,otro,516
H,trabajador,Construcción,50-59,Primaria o Secundaria,1,otro,516
F,trabajador,Servicios,25-49,Primaria o Secundaria,1,otro,516
F,trabajador,Comercio,25-49,Primaria o Secundaria,1,otro,516
H,trabajador,Agricultura y ganadería,18-24,Sin Instrucción,0,otro,516
H,independiente,Agricultura y ganadería,50-59,Primaria o Secundaria,1,otro,516
H,trabajador,Comercio,25-49,Carrera técnica o preparatoria,0,otro,516
H,trabajador,Agricultura y ganadería,60-64,Primaria o Secundaria,0,otro,516
H,trabajador,Agricultura y ganadería,18-24,Primaria o Secundaria,0,otro,516
H,trabajador,Industria manufacturera,25-49,Primaria o Secundaria,0,otro,516
H,trabajador,Agricultura y ganadería,25-49,Primaria o Secundaria,1,otro,516
F,trabajador,Servicios,25-49,Primaria o Secundaria,1,otro,516
H,trabajador,Comercio,50-59,Primaria o Secundaria,1,otro,516
F,trabajador,Industria manufacturera,25-49,Primaria o Secundaria,0,otro,516
H,trabajador,Industria manufacturera,18-24,Primaria o Secundaria,0,otro,516
F,trabajador,Comercio,15-17,Primaria o Secundaria,1,otro,516
H,independiente,Comercio,65-130,Primaria o Secundaria,1,otro,516
F,independiente,Comercio,65-130,Primaria o Secundaria,1,otro,516
H,trabajador,Agricultura y ganadería,18-24,Sin Instrucción,1,otro,412
H,trabajador,Agricultura y ganadería,15-17,Primaria o Secundaria,1,otro,412
H,trabajador,Agricultura y ganadería,25-49,Sin Instrucción,0,otro,412
H,trabajador,Agricultura y ganadería,18-24,Carrera técnica o preparatoria,1,otro,412
H,independiente,Agricultura y ganadería,60-64,Primaria o Secundaria,1,otro,412
H,independiente,Agricultura y ganadería,50-59,Primaria o Secundaria,1,otro,412
H,trabajador,Agricultura y ganadería,25-49,Primaria o Secundaria,1,otro,412
H,trabajador,Agricultura y ganadería,15-17,Primaria o Secundaria,1,otro,412
H,trabajador,Agricultura y ganadería,12-14,Primaria o Secundaria,1,otro,412
H,trabajador,Agricultura y ganadería,15-17,Primaria o Secundaria,1,otro,412
H,trabajador,Agricultura y ganadería,50-59,Primaria o Secundaria,1,otro,412
H,trabajador,Agricultura y ganadería,25-49,Primaria o Secundaria,1,otro,412
H,trabajador,Agricultura y ganadería,18-24,Primaria o Secundaria,0,otro,412
H,trabajador,Agricultura y ganadería,25-49,Primaria o Secundaria,0,otro,412
H,trabajador,Agricultura y ganadería,25-49,Primaria o Secundaria,1,otro,412
F,trabajador,Agricultura y ganadería,18-24,Primaria o Secundaria,1,otro,412
H,trabajador,Agricultura y ganadería,15-17,Primaria o Secundaria,1,otro,412
H,trabajador,Agricultura y ganadería,25-49,Primaria o Secundaria,1,otro,412
H,trabajador,Servicios,25-49,Primaria o Secundaria,1,otro,412
H,independiente,Agricultura y ganadería,65-130,Primaria o Secundaria,1,otro,412
H,trabajador,Agricultura y ganadería,65-130,Primaria o Secundaria,1,otro,412
H,trabajador,Industria manufacturera,25-49,Sin Instrucción,0,otro,412
H,trabajador,Agricultura y ganadería,65-130,Sin Instrucción,1,otro,412
H,trabajador,Agricultura y ganadería,50-59,Sin Instrucción,1,otro,412
H,trabajador,Industria manufacturera,60-64,Primaria o Secundaria,0,otro,412
F,trabajador,Agricultura y ganadería,50-59,Primaria o Secundaria,1,otro,412
F,trabajador,Industria manufacturera,25-49,Primaria o Secundaria,0,otro,412
H,independiente,Agricultura y ganadería,50-59,Primaria o Secundaria,1,otro,412
F,trabajador,Comercio,25-49,Primaria o Secundaria,1,otro,412
H,trabajador,Agricultura y ganadería,65-130,Primaria o Secundaria,1,otro,412
H,independiente,Agricultura y ganadería,25-49,Primaria o Secundaria,1,otro,412
H,trabajador,Agricultura y ganadería,25-49,Primaria o Secundaria,1,otro,412
F,trabajador,Servicios,65-130,Primaria o Secundaria,1,otro,412
F,trabajador,Servicios,25-49,Primaria o Secundaria,1,otro,412
H,trabajador,Industria manufacturera,25-49,Primaria o Secundaria,0,salinas,606
F,trabajador,Servicios,25-49,Primaria o Secundaria,1,salinas,606
H,trabajador,Construcción,25-49,Primaria o Secundaria,1,salinas,606
F,trabajador,Comercio,25-49,Primaria o Secundaria,1,salinas,606
H,trabajador,Servicios,18-24,Primaria o Secundaria,1,salinas,606
H,independiente,Transporte y comunicaciones,50-59,Primaria o Secundaria,1,salinas,606
H,trabajador,Construcción,25-49,Carrera técnica o preparatoria,1,salinas,606
F,trabajador,Servicios,25-49,Primaria o Secundaria,0,salinas,606
F,independiente,Servicios,25-49,Primaria o Secundaria,1,salinas,606
H,trabajador,Servicios,18-24,Primaria o Secundaria,1,salinas,606
H,trabajador,Industria manufacturera,25-49,Carrera técnica o preparatoria,0,salinas,606
H,trabajador,Gobierno,25-49,Licenciatura,0,salinas,606
F,trabajador,Industria manufacturera,25-49,Primaria o Secundaria,0,salinas,606
H,trabajador,Industria manufacturera,25-49,Primaria o Secundaria,0,salinas,606
H,trabajador,Servicios,25-49,Primaria o Secundaria,0,salinas,606
H,trabajador,Servicios,25-49,Carrera técnica o preparatoria,0,salinas,606
H,trabajador,Construcción,25-49,Primaria o Secundaria,0,salinas,606
H,trabajador,Construcción,25-49,Primaria o Secundaria,0,salinas,606
H,trabajador,Construcción,18-24,Carrera técnica o preparatoria,0,salinas,606
H,trabajador,Construcción,25-49,Carrera técnica o preparatoria,0,salinas,606
H,trabajador,Construcción,25-49,Carrera técnica o preparatoria,0,salinas,606
H,trabajador,Construcción,25-49,Primaria o Secundaria,0,salinas,606
H,trabajador,Transporte y comunicaciones,25-49,Carrera técnica o preparatoria,0,salinas,606
H,trabajador,Transporte y comunicaciones,25-49,Carrera técnica o preparatoria,0,salinas,606
F,trabajador,Servicios,25-49,Primaria o Secundaria,0,salinas,606
H,trabajador,Industria manufacturera,25-49,Carrera técnica o preparatoria,0,salinas,606
F,trabajador,Construcción,25-49,Primaria o Secundaria,0,salinas,606
H,trabajador,Servicios,18-24,Primaria o Secundaria,0,salinas,606
H,trabajador,Industria manufacturera,25-49,Carrera técnica o preparatoria,0,salinas,606
H,trabajador,Gobierno,25-49,Carrera técnica o preparatoria,0,salinas,606
H,trabajador,Industria manufacturera,25-49,Carrera técnica o preparatoria,0,salinas,606
H,trabajador,Agricultura y ganadería,25-49,Primaria o Secundaria,1,otro,356
H,independiente,Agricultura y ganadería,25-49,Primaria o Secundaria,1,otro,356
H,independiente,Agricultura y ganadería,65-130,Primaria o Secundaria,1,otro,356
F,trabajador,Servicios,65-130,Sin Instrucción,1,otro,356
H,independiente,Agricultura y ganadería,25-49,Primaria o Secundaria,1,otro,356
H,independiente,Agricultura y ganadería,65-130,Sin Instrucción,1,otro,356
H,trabajador,Servicios,25-49,Primaria o Secundaria,1,otro,356
F,independiente,Servicios,60-64,Primaria o Secundaria,1,otro,356
H,independiente,Agricultura y ganadería,60-64,Primaria o Secundaria,1,otro,356
H,trabajador,Agricultura y ganadería,50-59,Primaria o Secundaria,0,otro,356
H,independiente,Agricultura y ganadería,65-130,Primaria o Secundaria,1,otro,356
H,independiente,Agricultura y ganadería,65-130,Sin Instrucción,1,otro,356
H,trabajador,Construcción,25-49,Primaria o Secundaria,1,otro,356
F,trabajador,Agricultura y ganadería,25-49,Primaria o Secundaria,1,otro,356
H,independiente,Agricultura y ganadería,65-130,Sin Instrucción,1,otro,356
H,independiente,Agricultura y ganadería,50-59,Primaria o Secundaria,1,otro,356
F,trabajador,Gobierno,50-59,Primaria o Secundaria,1,otro,356
H,trabajador,Gobierno,25-49,Primaria o Secundaria,1,otro,356
H,independiente,Agricultura y ganadería,50-59,Primaria o Secundaria,1,otro,356
H,independiente,Agricultura y ganadería,65-130,Sin Instrucción,1,otro,356
H,independiente,Agricultura y ganadería,25-49,Primaria o Secundaria,1,otro,356
H,trabajador,Gobierno,18-24,Primaria o Secundaria,1,otro,356
H,trabajador,Gobierno,18-24,Carrera técnica o preparatoria,0,otro,356
H,trabajador,Gobierno,25-49,Primaria o Secundaria,0,otro,356
H,independiente,Agricultura y ganadería,50-59,Sin Instrucción,1,otro,356
H,independiente,Industria manufacturera,60-64,Primaria o Secundaria,1,otro,356
F,independiente,Servicios,50-59,Primaria o Secundaria,1,otro,356
F,trabajador,Industria manufacturera,18-24,Carrera técnica o preparatoria,1,otro,356
H,trabajador,Servicios,50-59,Carrera técnica o preparatoria,0,santiago,241
F,trabajador,Servicios,25-49,Primaria o Secundaria,0,santiago,241
H,trabajador,Comercio,18-24,Primaria o Secundaria,1,santiago,241
H,independiente,Comercio,25-49,Licenciatura,1,santiago,241
H,independiente,Servicios,25-49,Licenciatura,1,santiago,241
H,trabajador,Industria manufacturera,50-59,Carrera técnica o preparatoria,0,santiago,241
F,trabajador,Servicios,25-49,Carrera técnica o preparatoria,0,santiago,241
H,trabajador,Servicios,25-49,Primaria o Secundaria,0,santiago,241
F,otro,Servicios,25-49,Primaria o Secundaria,1,santiago,241
H,otro,Servicios,18-24,Licenciatura,1,santiago,241
H,trabajador,Servicios,65-130,Primaria o Secundaria,1,santiago,241
F,trabajador,Servicios,65-130,Primaria o Secundaria,1,santiago,241
H,trabajador,Agricultura y ganadería,25-49,Primaria o Secundaria,1,santiago,241
H,independiente,Industria manufacturera,65-130,Primaria o Secundaria,1,santiago,241
F,otro,Industria manufacturera,65-130,Primaria o Secundaria,1,santiago,241
H,independiente,Servicios,50-59,Carrera técnica o preparatoria,1,santiago,241
F,trabajador,Servicios,25-49,Primaria o Secundaria,1,santiago,241
H,trabajador,Transporte y comunicaciones,25-49,Primaria o Secundaria,0,santiago,241
H,trabajador,Construcción,25-49,Primaria o Secundaria,1,santiago,241
H,trabajador,Construcción,15-17,Primaria o Secundaria,1,santiago,241
H,trabajador,Construcción,25-49,Primaria o Secundaria,1,santiago,241
H,trabajador,Construcción,15-17,Primaria o Secundaria,1,santiago,241
H,trabajador,Industria manufacturera,25-49,Primaria o Secundaria,0,santiago,241
H,trabajador,Construcción,60-64,Primaria o Secundaria,1,santiago,241
H,independiente,Construcción,50-59,Primaria o Secundaria,1,santiago,241
H,trabajador,Industria manufacturera,25-49,Primaria o Secundaria,1,santiago,241
H,trabajador,Comercio,18-24,Primaria o Secundaria,0,santiago,241
H,trabajador,Servicios,25-49,Carrera técnica o preparatoria,1,santiago,241
F,independiente,Comercio,25-49,Licenciatura,1,santiago,241
H,trabajador,Agricultura y ganadería,25-49,Primaria o Secundaria,1,otro,463
F,independiente,Agricultura y ganadería,60-64,Primaria o Secundaria,1,otro,463
H,trabajador,Gobierno,25-49,Primaria o Secundaria,1,otro,463
H,trabajador,Agricultura y ganadería,65-130,Primaria o Secundaria,0,otro,463
H,independiente,Agricultura y ganadería,65-130,Primaria o Secundaria,1,otro,463
H,otro,Agricultura y ganadería,65-130,Sin Instrucción,1,otro,463
F,independiente,Agricultura y ganadería,65-130,Sin Instrucción,1,otro,463
F,independiente,Agricultura y ganadería,65-130,Sin Instrucción,1,otro,463
H,independiente,Agricultura y ganadería,65-130,Sin Instrucción,1,otro,463
H,trabajador,Agricultura y ganadería,50-59,Primaria o Secundaria,1,otro,463
F,otro,Agricultura y ganadería,25-49,Primaria o Secundaria,1,otro,463
F,otro,Agricultura y ganadería,25-49,Primaria o Secundaria,1,otro,463
H,independiente,Comercio,25-49,Primaria o Secundaria,1,otro,463
H,trabajador,Agricultura y ganadería,25-49,Primaria o Secundaria,1,otro,463
H,independiente,Agricultura y ganadería,25-49,Primaria o Secundaria,1,otro,463
F,independiente,Comercio,25-49,Primaria o Secundaria,1,otro,463
F,otro,Comercio,25-49,Primaria o Secundaria,1,otro,463
H,independiente,Comercio,50-59,Primaria o Secundaria,1,otro,463
F,otro,Comercio,50-59,Primaria o Secundaria,1,otro,463
H,trabajador,Agricultura y ganadería,25-49,Primaria o Secundaria,1,otro,463
F,independiente,Comercio,25-49,Carrera técnica o preparatoria,1,otro,463
H,independiente,Agricultura y ganadería,50-59,Primaria o Secundaria,1,otro,463
F,independiente,Servicios,50-59,Primaria o Secundaria,1,otro,463
H,trabajador,Servicios,50-59,Licenciatura,0,otro,372
H,independiente,Agricultura y ganadería,25-49,Primaria o Secundaria,1,otro,372
H,otro,Agricultura y ganadería,15-17,Primaria o Secundaria,1,otro,372
H,trabajador,Agricultura y ganadería,65-130,Primaria o Secundaria,0,otro,372
H,otro,Comercio,65-130,Primaria o Secundaria,1,otro,372
F,independiente,Comercio,65-130,Primaria o Secundaria,1,otro,372
H,independiente,Agricultura y ganadería,65-130,Primaria o Secundaria,1,otro,372
F,trabajador,Servicios,25-49,Primaria o Secundaria,1,otro,372
H,otro,Agricultura y ganadería,25-49,Primaria o Secundaria,1,otro,372
H,independiente,Agricultura y ganadería,65-130,Sin Instrucción,1,otro,372
H,independiente,Agricultura y ganadería,65-130,Primaria o Secundaria,1,otro,372
H,independiente,Construcción,25-49,Primaria o Secundaria,1,otro,372
F,trabajador,Servicios,25-49,Licenciatura,0,otro,372
F,trabajador,Industria manufacturera,25-49,Primaria o Secundaria,0,otro,372
H,independiente,Agricultura y ganadería,65-130,Primaria o Secundaria,1,otro,372
H,trabajador,Construcción,25-49,Primaria o Secundaria,1,otro,372
H,independiente,Agricultura y ganadería,65-130,Primaria o Secundaria,1,otro,372
H,independiente,Industria manufacturera,65-130,Primaria o Secundaria,1,otro,372
H,independiente,Construcción,25-49,Sin Instrucción,1,otro,372
F,independiente,Comercio,25-49,Primaria o Secundaria,1,otro,372
H,independiente,Agricultura y ganadería,50-59,Sin Instrucción,1,otro,372
H,otro,Agricultura y ganadería,25-49,Primaria o Secundaria,1,otro,372
F,trabajador,Servicios,25-49,Primaria o Secundaria,1,otro,372
H,trabajador,Construcción,25-49,Sin Instrucción,1,otro,372
F,trabajador,Servicios,25-49,Carrera técnica o preparatoria,0,otro,372
H,independiente,Agricultura y ganadería,25-49,Primaria o Secundaria,1,otro,372
F,otro,Servicios,15-17,Carrera técnica o preparatoria,1,otro,372
H,independiente,Agricultura y ganadería,65-130,Primaria o Secundaria,1,otro,272
H,independiente,Agricultura y ganadería,65-130,Primaria o Secundaria,1,otro,272
F,independiente,Comercio,65-130,Primaria o Secundaria,1,otro,272
H,independiente,Agricultura y ganadería,25-49,Carrera técnica o preparatoria,1,otro,272
H,independiente,Servicios,50-59,Primaria o Secundaria,1,otro,272
H,independiente,Agricultura y ganadería,65-130,Primaria o Secundaria,1,otro,272
H,trabajador,Agricultura y ganadería,50-59,Primaria o Secundaria,1,otro,272
H,independiente,Agricultura y ganadería,65-130,Sin Instrucción,1,otro,272
H,independiente,Agricultura y ganadería,65-130,Primaria o Secundaria,1,otro,272
H,trabajador,Industria manufacturera,60-64,Primaria o Secundaria,0,otro,272
H,trabajador,Industria manufacturera,25-49,Carrera técnica o preparatoria,0,otro,272
H,trabajador,Industria manufacturera,25-49,Carrera técnica o preparatoria,0,otro,272
H,independiente,Comercio,50-59,Primaria o Secundaria,1,otro,272
F,trabajador,Industria manufacturera,25-49,Primaria o Secundaria,0,otro,272
H,independiente,Agricultura y ganadería,65-130,Primaria o Secundaria,1,otro,272
H,trabajador,Agricultura y ganadería,25-49,Primaria o Secundaria,0,otro,272
H,trabajador,Servicios,50-59,Primaria o Secundaria,1,otro,272
F,trabajador,Servicios,50-59,Primaria o Secundaria,1,otro,272
H,trabajador,Agricultura y ganadería,50-59,Primaria o Secundaria,0,otro,272
H,trabajador,Agricultura y ganadería,25-49,Primaria o Secundaria,1,otro,272
H,trabajador,Agricultura y ganadería,18-24,Primaria o Secundaria,1,otro,272
H,trabajador,Servicios,25-49,Primaria o Secundaria,1,otro,272
H,independiente,Agricultura y ganadería,65-130,Primaria o Secundaria,1,otro,272
H,trabajador,Agricultura y ganadería,65-130,Primaria o Secundaria,0,otro,362
H,independiente,Servicios,25-49,Primaria o Secundaria,1,otro,362
H,trabajador,Agricultura y ganadería,50-59,Primaria o Secundaria,1,otro,362
H,trabajador,Construcción,15-17,Primaria o Secundaria,1,otro,362
H,trabajador,Construcción,25-49,Primaria o Secundaria,1,otro,362
F,trabajador,Servicios,25-49,Primaria o Secundaria,1,otro,362
H,trabajador,Construcción,60-64,Primaria o Secundaria,1,otro,362
F,trabajador,Servicios,25-49,Primaria o Secundaria,1,otro,362
H,trabajador,Construcción,25-49,Primaria o Secundaria,1,otro,362
F,independiente,Construcción,50-59,Primaria o Secundaria,1,otro,362
H,independiente,Construcción,25-49,Primaria o Secundaria,1,otro,362
H,independiente,Construcción,25-49,Primaria o Secundaria,1,otro,362
H,trabajador,Comercio,18-24,Carrera técnica o preparatoria,1,otro,362
